episode,loss
2,0.07404211908578873
2,0.09005651623010635
2,0.07354128360748291
2,0.05119981989264488
2,0.0691194087266922
2,0.049051087349653244
2,0.04843767732381821
2,0.048906825482845306
2,0.06776558607816696
2,0.06717560440301895
2,0.06669523566961288
2,0.06615304201841354
2,0.06567467749118805
2,0.08023273944854736
2,0.07912099361419678
2,0.04293471574783325
2,0.07875026762485504
2,0.06807099282741547
2,0.07648863643407822
2,0.07574516534805298
2,0.056076209992170334
2,0.04862220957875252
2,0.06751059740781784
2,0.05985807254910469
2,0.040272463113069534
2,0.05163636803627014
2,0.06685975939035416
2,0.06476043909788132
2,0.05068942531943321
2,0.048904113471508026
2,0.035897284746170044
2,0.07271062582731247
2,0.040088582783937454
2,0.08206407725811005
2,0.05129248648881912
2,0.06904399394989014
2,0.042828720062971115
2,0.04037916287779808
2,0.040138352662324905
2,0.02503867819905281
3,0.07821809500455856
3,0.07364656776189804
3,0.026505930349230766
3,0.08183387666940689
3,0.06934823840856552
3,0.05428055673837662
3,0.0703842043876648
3,0.06179381534457207
3,0.017663439735770226
3,0.025811180472373962
3,0.018242577090859413
3,0.01573258638381958
3,0.03225694224238396
3,0.04847988113760948
3,0.05527317523956299
3,0.025763189420104027
3,0.04940256103873253
3,0.03769231587648392
3,0.04528365284204483
3,0.05302584171295166
3,0.01932595483958721
3,0.04297768324613571
3,0.04614702984690666
3,0.03623635694384575
3,0.051120974123477936
3,0.04104384779930115
3,0.06612825393676758
3,0.025205904617905617
3,0.040872227400541306
3,0.05594576522707939
3,0.034504055976867676
3,0.05123739317059517
3,0.06796609610319138
3,0.02973165549337864
3,0.051082104444503784
3,0.054265689104795456
3,0.016321828588843346
3,0.02503698132932186
3,0.020122362300753593
3,0.048220857977867126
3,0.011109597980976105
3,0.010262259282171726
3,0.0316382572054863
3,0.0258194413036108
3,0.03700451925396919
3,0.04234869405627251
3,0.015093902125954628
3,0.03471331670880318
3,0.04172879457473755
3,0.02490294724702835
3,0.016488026827573776
3,0.04382549971342087
3,0.03433166444301605
3,0.043268416076898575
